country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Austria,AT,2020-09,<15yr,0,1278692,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,<15yr,0,1278692,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,<15yr,10,1278692,0.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,<15yr,58,1278692,5.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,<15yr,156,1278692,16.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,<15yr,104,1278692,20.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,<15yr,54,1278692,12.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,<15yr,14,1278692,5.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,<15yr,21,1278692,2.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,<15yr,20,1278692,3.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,<15yr,6,1278692,2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,<15yr,26,1278692,2.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,<15yr,25,1278692,4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,<15yr,28,1278692,4.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,<15yr,33,1278692,4.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,<15yr,22,1278692,4.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,<15yr,32,1278692,4.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,<15yr,42,1278692,5.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,<15yr,109,1278692,11.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,<15yr,59,1278692,13.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,<15yr,95,1278692,12,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,<15yr,82,1278692,13.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,<15yr,75,1278692,12.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,<15yr,53,1278692,10,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,<15yr,77,1278692,10.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,<15yr,130,1278692,16.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,<15yr,177,1278692,24,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,<15yr,228,1278692,31.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,<15yr,387,1278692,48.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,<15yr,512,1278692,70.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,<15yr,470,1278692,76.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,<15yr,615,1278692,84.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,<15yr,840,1278692,113.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,<15yr,986,1278692,142.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,<15yr,1367,1278692,184,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,<15yr,1877,1278692,253.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,<15yr,2039,1278692,306.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,<15yr,2921,1278692,387.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,<15yr,2643,1278692,435.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,<15yr,1879,1278692,353.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,<15yr,1225,1278692,242.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,<15yr,1006,1278692,174.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,<15yr,959,1278692,153.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,<15yr,873,1278692,143.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,<15yr,805,1278692,131.2,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,<15yr,735,1278692,120.4,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,<15yr,518,1278692,98,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,<15yr,693,1278692,94.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,<15yr,754,1278692,113.2,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,<15yr,789,1278692,120.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-09,15-24yr,4,969767,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,15-24yr,14,969767,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,15-24yr,103,969767,12.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,15-24yr,286,969767,40.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,15-24yr,435,969767,74.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,15-24yr,308,969767,76.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,15-24yr,178,969767,50.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,15-24yr,54,969767,23.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,15-24yr,38,969767,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,15-24yr,25,969767,6.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,15-24yr,36,969767,6.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,15-24yr,40,969767,7.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,15-24yr,33,969767,7.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,15-24yr,23,969767,5.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,15-24yr,31,969767,5.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,15-24yr,26,969767,5.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,15-24yr,50,969767,7.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,15-24yr,55,969767,10.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,15-24yr,96,969767,15.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,15-24yr,112,969767,21.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,15-24yr,128,969767,24.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,15-24yr,203,969767,34.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,15-24yr,203,969767,41.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,15-24yr,198,969767,41.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,15-24yr,578,969767,80,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,15-24yr,661,969767,127.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,15-24yr,517,969767,121.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,15-24yr,552,969767,110.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,15-24yr,962,969767,156.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,15-24yr,1305,969767,233.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,15-24yr,921,969767,229.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,15-24yr,1078,969767,206.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,15-24yr,1320,969767,247.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,15-24yr,1648,969767,306.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,15-24yr,2962,969767,475.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,15-24yr,4929,969767,813.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,15-24yr,6653,969767,1194.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,15-24yr,6326,969767,1338.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,15-24yr,4794,969767,1146.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,15-24yr,3805,969767,886.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,15-24yr,2611,969767,661.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,15-24yr,2142,969767,490.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,15-24yr,1680,969767,394.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,15-24yr,1499,969767,327.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,15-24yr,1842,969767,344.5,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,15-24yr,1896,969767,385.5,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,15-24yr,1480,969767,348.1,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,15-24yr,1420,969767,299,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,15-24yr,1191,969767,269.2,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,15-24yr,1206,969767,247.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-09,25-49yr,5,3016048,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,25-49yr,53,3016048,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,25-49yr,411,3016048,15.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,25-49yr,1203,3016048,53.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,25-49yr,1900,3016048,102.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,25-49yr,1093,3016048,99.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,25-49yr,592,3016048,55.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,25-49yr,217,3016048,26.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,25-49yr,160,3016048,12.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,25-49yr,128,3016048,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,25-49yr,109,3016048,7.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,25-49yr,173,3016048,9.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,25-49yr,128,3016048,10,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,25-49yr,88,3016048,7.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,25-49yr,92,3016048,6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,25-49yr,64,3016048,5.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,25-49yr,87,3016048,5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,25-49yr,174,3016048,8.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,25-49yr,293,3016048,15.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,25-49yr,282,3016048,19.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,25-49yr,333,3016048,20.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,25-49yr,336,3016048,22.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,25-49yr,320,3016048,21.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,25-49yr,299,3016048,20.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,25-49yr,570,3016048,28.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,25-49yr,831,3016048,46.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,25-49yr,848,3016048,55.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,25-49yr,982,3016048,60.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,25-49yr,1710,3016048,89.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,25-49yr,2192,3016048,129.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,25-49yr,1968,3016048,137.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,25-49yr,2326,3016048,142.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,25-49yr,2870,3016048,172.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,25-49yr,3799,3016048,221.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,25-49yr,7212,3016048,365.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,25-49yr,12666,3016048,659.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,25-49yr,18171,3016048,1022.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,25-49yr,18994,3016048,1232.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,25-49yr,16282,3016048,1169.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,25-49yr,12398,3016048,950.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,25-49yr,8985,3016048,709,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,25-49yr,6965,3016048,528.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,25-49yr,5531,3016048,414.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,25-49yr,5093,3016048,352.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,25-49yr,5704,3016048,358,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,25-49yr,5442,3016048,369.6,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,25-49yr,4106,3016048,316.6,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,25-49yr,3987,3016048,268.3,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,25-49yr,3666,3016048,253.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,25-49yr,3674,3016048,243.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-09,50-64yr,2,1925709,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,50-64yr,22,1925709,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,50-64yr,235,1925709,13.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,50-64yr,933,1925709,60.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,50-64yr,1533,1925709,128.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,50-64yr,847,1925709,123.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,50-64yr,522,1925709,71.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,50-64yr,136,1925709,34.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,50-64yr,95,1925709,12,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,50-64yr,57,1925709,7.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,50-64yr,65,1925709,6.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,50-64yr,70,1925709,7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,50-64yr,48,1925709,6.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,50-64yr,42,1925709,4.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,50-64yr,46,1925709,4.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,50-64yr,31,1925709,4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,50-64yr,50,1925709,4.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,50-64yr,45,1925709,4.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,50-64yr,106,1925709,7.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,50-64yr,89,1925709,10.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,50-64yr,159,1925709,12.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,50-64yr,153,1925709,16.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,50-64yr,132,1925709,14.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,50-64yr,127,1925709,13.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,50-64yr,152,1925709,14.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,50-64yr,211,1925709,18.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,50-64yr,285,1925709,25.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,50-64yr,385,1925709,34.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,50-64yr,645,1925709,53.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,50-64yr,828,1925709,76.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,50-64yr,815,1925709,85.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,50-64yr,1058,1925709,97.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,50-64yr,1481,1925709,131.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,50-64yr,2125,1925709,187.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,50-64yr,4013,1925709,318.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,50-64yr,7430,1925709,594.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,50-64yr,11007,1925709,957.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,50-64yr,11859,1925709,1187.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,50-64yr,9906,1925709,1130.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,50-64yr,7391,1925709,898.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,50-64yr,5464,1925709,667.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,50-64yr,4551,1925709,520.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,50-64yr,3342,1925709,409.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,50-64yr,3183,1925709,338.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,50-64yr,3474,1925709,345.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,50-64yr,3424,1925709,358.2,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,50-64yr,2520,1925709,308.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,50-64yr,2401,1925709,255.5,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,50-64yr,2234,1925709,240.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,50-64yr,2188,1925709,229.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-09,65-79yr,1,1226042,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,65-79yr,16,1226042,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,65-79yr,95,1226042,9.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,65-79yr,402,1226042,40.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,65-79yr,731,1226042,92.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,65-79yr,429,1226042,94.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,65-79yr,233,1226042,54,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,65-79yr,110,1226042,28,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,65-79yr,62,1226042,14,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,65-79yr,38,1226042,8.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,65-79yr,12,1226042,4.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,65-79yr,17,1226042,2.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,65-79yr,19,1226042,2.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,65-79yr,9,1226042,2.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,65-79yr,16,1226042,2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,65-79yr,15,1226042,2.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,65-79yr,16,1226042,2.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,65-79yr,13,1226042,2.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,65-79yr,24,1226042,3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,65-79yr,37,1226042,5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,65-79yr,46,1226042,6.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,65-79yr,69,1226042,9.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,65-79yr,48,1226042,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,65-79yr,28,1226042,6.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,65-79yr,63,1226042,7.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,65-79yr,60,1226042,10,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,65-79yr,82,1226042,11.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,65-79yr,102,1226042,15,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,65-79yr,191,1226042,23.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,65-79yr,256,1226042,36.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,65-79yr,335,1226042,48.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,65-79yr,348,1226042,55.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,65-79yr,581,1226042,75.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,65-79yr,878,1226042,119,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,65-79yr,1657,1226042,206.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,65-79yr,3032,1226042,382.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,65-79yr,4594,1226042,622,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,65-79yr,4955,1226042,778.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,65-79yr,4112,1226042,739.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,65-79yr,3048,1226042,584,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,65-79yr,2349,1226042,440.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,65-79yr,2089,1226042,362,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,65-79yr,1697,1226042,308.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,65-79yr,1426,1226042,254.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,65-79yr,1622,1226042,248.6,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,65-79yr,1556,1226042,259.2,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,65-79yr,1192,1226042,224.1,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,65-79yr,964,1226042,175.9,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,65-79yr,938,1226042,155.1,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,65-79yr,855,1226042,146.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-09,80+yr,0,442517,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,80+yr,2,442517,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,80+yr,20,442517,5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,80+yr,186,442517,46.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,80+yr,373,442517,126.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,80+yr,333,442517,159.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,80+yr,258,442517,133.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,80+yr,154,442517,93.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,80+yr,74,442517,51.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,80+yr,44,442517,26.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,80+yr,36,442517,18.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,80+yr,8,442517,9.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,80+yr,12,442517,4.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,80+yr,5,442517,3.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,80+yr,9,442517,3.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,80+yr,14,442517,5.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,80+yr,13,442517,6.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,80+yr,6,442517,4.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,80+yr,12,442517,4.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,80+yr,17,442517,6.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,80+yr,23,442517,9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,80+yr,29,442517,11.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,80+yr,16,442517,10.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,80+yr,17,442517,7.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,80+yr,23,442517,9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,80+yr,12,442517,7.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,80+yr,31,442517,9.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,80+yr,19,442517,11.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,80+yr,101,442517,27.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,80+yr,118,442517,49.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,80+yr,148,442517,60.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,80+yr,172,442517,72.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,80+yr,396,442517,128.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,80+yr,470,442517,195.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,80+yr,1079,442517,350,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,80+yr,1690,442517,625.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,80+yr,2306,442517,903,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,80+yr,2867,442517,1169,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,80+yr,3085,442517,1345,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,80+yr,2708,442517,1309.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,80+yr,2457,442517,1167.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,80+yr,1975,442517,1001.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,80+yr,1670,442517,823.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,80+yr,1259,442517,661.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,80+yr,1374,442517,595,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,80+yr,1417,442517,630.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,80+yr,1113,442517,571.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,80+yr,920,442517,459.4,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,80+yr,796,442517,387.8,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,80+yr,639,442517,324.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-05,<15yr,0,1939566,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-06,<15yr,0,1939566,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-09,<15yr,0,1939566,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-10,<15yr,25,1939566,1.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-11,<15yr,31,1939566,2.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-12,<15yr,35,1939566,3.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-13,<15yr,62,1939566,5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-15,<15yr,52,1939566,2.7,"TESSy COVID-19, national weekly data"
